 SELECT mc.strcompanydisplaycode,(mc.strcompanydisplaycode || ' ' || mc.strcompanydisplayname) AS strcompanydisplaycodename, mc.strcompanydisplayname FROM m_company mc, m_attribute ma, m_attributerelation mar WHERE mc.lngcompanycode = mar.lngcompanycode  AND mar.lngattributecode = ma.lngattributecode  AND mar.lngattributecode = 3  AND mc.bytcompanydisplayflag = true     ORDER BY mc.strcompanydisplaycode 
 SELECT mc.strcompanydisplaycode,(mc.strcompanydisplaycode || ' ' || mc.strcompanydisplayname) AS strcompanydisplaycodename, mc.strcompanydisplayname FROM m_company mc, m_attribute ma, m_attributerelation mar WHERE mc.lngcompanycode = mar.lngcompanycode  AND mar.lngattributecode = ma.lngattributecode  AND mar.lngattributecode = 3  AND mc.bytcompanydisplayflag = true     ORDER BY mc.strcompanydisplaycode 
id	name1	name2
3509	3509 ÁÏ¥×¥é¥¹ ³ô¼°²ñ¼Ò	ÁÏ¥×¥é¥¹ ³ô¼°²ñ¼Ò
4101	4101 ÅÄÃæ»æ¶È(³ô)	ÅÄÃæ»æ¶È(³ô)
4111	4111 ¥¿¥¤¥è¡¼¥È¥Þ¡¼	¥¿¥¤¥è¡¼¥È¥Þ¡¼
4113	4113 (³ô)¥À¥¤¥ï¥È¡¼¥¤	(³ô)¥À¥¤¥ï¥È¡¼¥¤
4114	4114 (Í­)¥Ç¥£¥¢	(Í­)¥Ç¥£¥¢
4115	4115 TALENT FIRST INTERNATIONAL LIMITED	TALENT FIRST INTERNATIONAL LIMITED
4117	4117 (³ô)¥À¥Ö¥ê¥å¡¼¡¦¥Ó¥£¡¦¥¸¥ã¥Ñ¥ó	(³ô)¥À¥Ö¥ê¥å¡¼¡¦¥Ó¥£¡¦¥¸¥ã¥Ñ¥ó
4118	4118 (³ô)ÉðÅÄ»º¶È	(³ô)ÉðÅÄ»º¶È
4202	4202 CHINA ANIMATION GROUP Ltd.	CHINA ANIMATION GROUP Ltd.
4203	4203 (³ô)¥Á¥Ã¥×¥¸¥ã¥Ã¥¯	(³ô)¥Á¥Ã¥×¥¸¥ã¥Ã¥¯
4204	4204 QIYEE ANIMATION INTERNATIONAL(H,K)LIMITED	QIYEE ANIMATION INTERNATIONAL(H,K)LIMITED
4205	4205 ³ô¼°²ñ¼Ò¡¡ÃÏ»³Æ²	³ô¼°²ñ¼Ò¡¡ÃÏ»³Æ²
4303	4303 CHUN FAT TRADING CO.	CHUN FAT TRADING CO.
4410	4410 (³ô)¥Æ¥£¡¼¥±¡¼¥Û¡¼¥ë¥Ç¥£¥ó¥°¥¹	(³ô)¥Æ¥£¡¼¥±¡¼¥Û¡¼¥ë¥Ç¥£¥ó¥°¥¹
4411	4411 (³ô)¥Æ¥£¡¼¡¦¥·¡¼¡¦¥Ô¡¼	(³ô)¥Æ¥£¡¼¡¦¥·¡¼¡¦¥Ô¡¼
4502	4502 ÆÌÈÇ°õºþ(³ô)	ÆÌÈÇ°õºþ(³ô)
4504	4504 Åì°¡»æ¶È(³ô)	Åì°¡»æ¶È(³ô)
4509	4509 (³ô)¥È¥Ã¥×¥ï¡¼¥ë¥É¥³¡¼¥Ý¥ì¡¼¥·¥ç¥ó	(³ô)¥È¥Ã¥×¥ï¡¼¥ë¥É¥³¡¼¥Ý¥ì¡¼¥·¥ç¥ó
4514	4514 (³ô)¥È¥é¥¤ÅÅ»Ò¥¸¥ã¥Ñ¥ó	(³ô)¥È¥é¥¤ÅÅ»Ò¥¸¥ã¥Ñ¥ó
4516	4516 JU CHENG ENTERPRISE(HK)DEVELOPMENT LIMITED	JU CHENG ENTERPRISE(HK)DEVELOPMENT LIMITED
4518	4518 ¥È¥à¥¹(³ô)	¥È¥à¥¹(³ô)
4519	4519 (³ô)¥È¥¤¥³¡¼	(³ô)¥È¥¤¥³¡¼
5101	5101 (³ô)±Ê°æÀ½ºî½ê	(³ô)±Ê°æÀ½ºî½ê
5103	5103 ¥Ê¥Ã¥¯´ë²è(Ä¹Ìî½ÅÊÝ¡Ë	¥Ê¥Ã¥¯´ë²è(Ä¹Ìî½ÅÊÝ¡Ë
5105	5105 NANTONG XINJIA ARTCRAFTS CO.,LTD	NANTONG XINJIA ARTCRAFTS CO.,LTD
5201	5201 (³ô)¥Ë¥³¡¼°õºþ	(³ô)¥Ë¥³¡¼°õºþ
5202	5202 ÆüËÜ¿©ºà(³ô)	ÆüËÜ¿©ºà(³ô)
5204	5204 ¥Ë¥å¡¼¥í¥óÀ½²Û(³ô)	¥Ë¥å¡¼¥í¥óÀ½²Û(³ô)
5206	5206 ÆüËÜ¥»¥í¥ó¥Ñ¥Ã¥¯(³ô)	ÆüËÜ¥»¥í¥ó¥Ñ¥Ã¥¯(³ô)
5208	5208 (³ô)¥Ë¥Ã¥·¥ó¡¦¥É¥ë¥Á¥§	(³ô)¥Ë¥Ã¥·¥ó¡¦¥É¥ë¥Á¥§
5209	5209 NITTSU ELECTRONICS CO.,LTD	NITTSU ELECTRONICS CO.,LTD
5501	5501 (³ô)¥Î¥ê¥¿¥±¥«¥ó¥Ñ¥Ë¡¼¥ê¥ß¥Æ¥É	(³ô)¥Î¥ê¥¿¥±¥«¥ó¥Ñ¥Ë¡¼¥ê¥ß¥Æ¥É
5502	5502 ¥Î¥¶¥­À½²Û ³ô¼°²ñ¼Ò	¥Î¥¶¥­À½²Û ³ô¼°²ñ¼Ò
6101	6101 (³ô)¥Ð¥ó¥À¥¤(BANDAI)	(³ô)¥Ð¥ó¥À¥¤(BANDAI)
6102	6102 (³ô)¥Ð¥ó¥×¥ì¥¹¥È	(³ô)¥Ð¥ó¥×¥ì¥¹¥È
6103	6103 ÉÍÅÄ¿©ÉÊ¹©¶È(³ô)	ÉÍÅÄ¿©ÉÊ¹©¶È(³ô)
6108	6108 (³ô)¥Ð¥ó¥¸¥Ï¥ó¥¨¡¼¥¹	(³ô)¥Ð¥ó¥¸¥Ï¥ó¥¨¡¼¥¹
6111	6111 (³ô)¥Ð¥ó¥À¥¤¥í¥¸¥Ñ¥ë	(³ô)¥Ð¥ó¥À¥¤¥í¥¸¥Ñ¥ë
6115	6115 BANPRESTO(H.K.) LTD.	BANPRESTO(H.K.) LTD.
6117	6117 BANDAI KOREA	BANDAI KOREA
6132	6132 ³ô¼°²ñ¼Ò¡¡²Ö¤ä¤·¤­	³ô¼°²ñ¼Ò¡¡²Ö¤ä¤·¤­
6135	6135 ¥Ð¥ó¥À¥¤¥Ê¥à¥³¥¨¥ó¥¿¡¼¥Æ¥¤¥ó¥á¥ó¥È	¥Ð¥ó¥À¥¤¥Ê¥à¥³¥¨¥ó¥¿¡¼¥Æ¥¤¥ó¥á¥ó¥È
6139	6139 HUAMEI MOLD PLASTIC PRODUSTS CO.,LTD	HUAMEI MOLD PLASTIC PRODUSTS CO.,LTD
6140	6140 ¥Ï¥ä¥·¾¦»ö³ô¼°²ñ¼Ò	¥Ï¥ä¥·¾¦»ö³ô¼°²ñ¼Ò
6141	6141 BANDAI NAMCO PHILIPPINES INC.	BANDAI NAMCO PHILIPPINES INC.
6142	6142 BANDAI SPIRITS	BANDAI SPIRITS
6143	6143 °ìÈÌ¼ÒÃÄË¡¿Í ÇÛºâ¥×¥í¥¸¥§¥¯¥È	°ìÈÌ¼ÒÃÄË¡¿Í ÇÛºâ¥×¥í¥¸¥§¥¯¥È
6210	6210 Pinfinity Industrial Co	Pinfinity Industrial Co
6302	6302 (³ô)¥Õ¥¸¥È¡¼¥¤	(³ô)¥Õ¥¸¥È¡¼¥¤
6303	6303 (³ô)ÉÔÆó²È	(³ô)ÉÔÆó²È
6311	6311 PLEX COMPANY LIMITED.	PLEX COMPANY LIMITED.
6312	6312 ³ô¼°²ñ¼Ò¡¡ÉÙ»Î¥Ñ¥Ã¥±¡¼¥¸¥ó¥°	³ô¼°²ñ¼Ò¡¡ÉÙ»Î¥Ñ¥Ã¥±¡¼¥¸¥ó¥°
6318	6318 FUJI TOY(H.K.)CO.,LTD	FUJI TOY(H.K.)CO.,LTD
6320	6320 FULL MARK TOYS INDUSTRIES LTD	FULL MARK TOYS INDUSTRIES LTD
6323	6323 (³ô)¥Õ¥¡¥Ö¥³¥ß¥å¥Ë¥±¡¼¥·¥ç¥ó¥º	(³ô)¥Õ¥¡¥Ö¥³¥ß¥å¥Ë¥±¡¼¥·¥ç¥ó¥º
6325	6325 FIRST-BRIGHT WINTECH CO., LIMITED	FIRST-BRIGHT WINTECH CO., LIMITED
6326	6326 (³ô)¥×¥é¥Ã¥Ä	(³ô)¥×¥é¥Ã¥Ä
6327	6327 FORTUNE EVER DEVELOPMENT CORPORATION LIMITED	FORTUNE EVER DEVELOPMENT CORPORATION LIMITED
6328	6328 (³ô)¥Õ¥ê¡¼¥Æ¥¤¥ë	(³ô)¥Õ¥ê¡¼¥Æ¥¤¥ë
6331	6331 FUKU BAG PRODUCT CO.,LTD (3314Ï¢·È)	FUKU BAG PRODUCT CO.,LTD (3314Ï¢·È)
6403	6403 HEBEI WANRONG.CO.,LTD(èß±É)	HEBEI WANRONG.CO.,LTD(èß±É)
6404	6404 Hemai Technology(H.K)Co.,Limited	Hemai Technology(H.K)Co.,Limited
6405	6405 HANG CHEUNG COATINGS(HUIYANG)LTD.	HANG CHEUNG COATINGS(HUIYANG)LTD.
6406	6406 HuiZhou City HuiHongDa Plastic Products Co.,Ltd	HuiZhou City HuiHongDa Plastic Products Co.,Ltd
6509	6509 HK FUCHENG GIFTS LIMITED	HK FUCHENG GIFTS LIMITED
6510	6510 HUZEN CO.,LTD	HUZEN CO.,LTD
6511	6511 HONGKONG KIEWITT INTERNATIONAL CO.,LIMITED	HONGKONG KIEWITT INTERNATIONAL CO.,LIMITED
7105	7105 (³ô)¾¾ÅÄ¥â¥Ç¥ë	(³ô)¾¾ÅÄ¥â¥Ç¥ë
7108	7108 (³ô)¥¨¥à¥¢¥¤¥·¡¼¡ÊMIC¡Ë	(³ô)¥¨¥à¥¢¥¤¥·¡¼¡ÊMIC¡Ë
7113	7113 ¾¾»³À½²Û(³ô)	¾¾»³À½²Û(³ô)
7114	7114 ¥Þ¥­¡¼¡¦¥¨¥ó¥¸¥Ë¥¢¥ê¥ó¥°(³ô)	¥Þ¥­¡¼¡¦¥¨¥ó¥¸¥Ë¥¢¥ê¥ó¥°(³ô)
7115	7115 MAGTEK(VN)CO.,LTD (1328)	MAGTEK(VN)CO.,LTD (1328)
7204	7204 (³ô)¥ß¥Þ¥­¥¨¥ó¥¸¥Ë¥¢¥ê¥ó¥°	(³ô)¥ß¥Þ¥­¥¨¥ó¥¸¥Ë¥¢¥ê¥ó¥°
7501	7501 (³ô)¥â¥Ã¥¯	(³ô)¥â¥Ã¥¯
8103	8103 YANG LIN TOYS LIMITED	YANG LIN TOYS LIMITED
8203	8203 ­ë¥æ¥Ï¥é¡¦¥¤¥ó¥¿¡¼¥Ê¥·¥ç¥Ê¥ë	­ë¥æ¥Ï¥é¡¦¥¤¥ó¥¿¡¼¥Ê¥·¥ç¥Ê¥ë
8205	8205 ¥æ¥Ë¥Ð¡¼¥µ¥ë¡¦¥·¥¹¥Æ¥à³ô¼°²ñ¼Ò	¥æ¥Ë¥Ð¡¼¥µ¥ë¡¦¥·¥¹¥Æ¥à³ô¼°²ñ¼Ò
8206	8206 Í¾¡¡ÇÈ¡¡YU¡¡BO	Í¾¡¡ÇÈ¡¡YU¡¡BO
8207	8207 U-TON INDUSTRIAL CO.,LTD	U-TON INDUSTRIAL CO.,LTD
8301	8301 YORKCO INDUSTRIAL LIMITED.	YORKCO INDUSTRIAL LIMITED.
8302	8302 µÈ»³¥×¥é¥¹¥Á¥Ã¥¯¹©¶È(³ô)	µÈ»³¥×¥é¥¹¥Á¥Ã¥¯¹©¶È(³ô)
8305	8305 YONGZHI CARTOON&ANIMATION INTERNATIONAL CO.,LTD	YONGZHI CARTOON&ANIMATION INTERNATIONAL CO.,LTD
8401	8401 ¥ï¥¤Ž¥¥¨¥àŽ¥¥½¥Õ¥È¥¦¥§¥¢	¥ï¥¤Ž¥¥¨¥àŽ¥¥½¥Õ¥È¥¦¥§¥¢
8402	8402 ÏÂÂ¿ÅÄ°õºþ³ô¼°²ñ¼Ò	ÏÂÂ¿ÅÄ°õºþ³ô¼°²ñ¼Ò
8403	8403 WAH HUNG MANUFACTURING CO.,LTD	WAH HUNG MANUFACTURING CO.,LTD
9102	9102 LATITUDE PROMOTION & GIFTS LTD.(HK)	LATITUDE PROMOTION & GIFTS LTD.(HK)
9103	9103 WELLTEST ENTERPRISE(HK)COMPANY LIMITED	WELLTEST ENTERPRISE(HK)COMPANY LIMITED
9104	9104 LUEN TAI DIE-CASTING MANUFACTORY	LUEN TAI DIE-CASTING MANUFACTORY
9105	9105 (³ô)¥é¥¤¥Æ¥Ã¥¯	(³ô)¥é¥¤¥Æ¥Ã¥¯
9301	9301 LUEN FAT PLASTIC FTY.	LUEN FAT PLASTIC FTY.
9401	9401 (³ô)¥ì¥¤¥¢¥Ã¥×	(³ô)¥ì¥¤¥¢¥Ã¥×
9402	9402 LICA ENTERPRISES LIMITED(ÎÏ²Â²½¹©)	LICA ENTERPRISES LIMITED(ÎÏ²Â²½¹©)
9403	9403 RECS LIMITED	RECS LIMITED
9502	9502 ¥í¥Ã¥ÆÊª»º¡¡³ô¼°²ñ¼Ò	¥í¥Ã¥ÆÊª»º¡¡³ô¼°²ñ¼Ò
9995	9995 Other(³¤³°)	Other(³¤³°)
9997	9997 ¥¯¡¼¥Ý¥ó¥¹¥ï¥Ã¥×°ÙÂØº¹±×	¥¯¡¼¥Ý¥ó¥¹¥ï¥Ã¥×°ÙÂØº¹±×
